point_id,x_mm,y_mm
1879,44.4862355,-63.4942597
1880,44.3636528,-63.6099433
1881,44.2407692,-63.7243208
1882,44.1150171,-63.8364241
1883,43.9913613,-63.9511888
1884,43.8662236,-64.0630935
1885,43.7396344,-64.1741336
1886,43.6127434,-64.2849365
1887,43.4863768,-64.3945912
1888,43.3568015,-64.5011179
1889,43.2253321,-64.6080168
1890,43.0984738,-64.7187507
1891,42.9676992,-64.823335
1892,42.8361258,-64.9287731
1893,42.7040719,-65.0330271
1894,42.571303,-65.136504
1895,42.4375285,-65.2387487
1896,42.3033443,-65.3403949
1897,42.1684006,-65.4404678
1898,42.0327406,-65.5400334
1899,41.8959651,-65.6382369
1900,41.7590818,-65.7361238
1901,41.6210318,-65.8324008
1902,41.4828199,-65.9278747
1903,41.3422256,-66.0211064
1904,41.2038363,-66.116244
1905,41.0632917,-66.2077941
1906,40.9215862,-66.2992283
1907,40.7802179,-66.3899156
1908,40.6368426,-66.4786683
1909,40.494735,-66.5693429
1910,40.3514692,-66.6575288
1911,40.2083295,-66.7461328
1912,40.0638989,-66.8328585
1913,39.9199703,-66.9210341
1914,39.7760834,-67.0077014
1915,39.6308606,-67.0929188
1916,39.4858555,-67.1790062
1917,39.3406128,-67.2642534
1918,39.1952946,-67.3493973
1919,39.0496847,-67.4335184
1920,38.903795,-67.517556
1921,38.7570627,-67.6005648
1922,38.6108351,-67.6846252
1923,38.4643856,-67.7674591
1924,38.3175645,-67.8501323
1925,38.1707704,-67.9325162
1926,38.0236633,-68.0144767
1927,37.876154,-68.095861
1928,37.7283984,-68.1768287
1929,37.5804916,-68.2572728
1930,37.4321656,-68.3364012
1931,37.2826312,-68.4144886
1932,37.1335166,-68.4931438
1933,36.9841005,-68.5700202
1934,36.8337985,-68.6462986
1935,36.6845099,-68.7210989
1936,36.5306074,-68.7910337
1937,36.380541,-68.8689486
1938,36.2292623,-68.939565
1939,36.0762805,-69.0105586
1940,35.9233202,-69.0801925
1941,35.7695887,-69.1487944
1942,35.6157684,-69.2164458
1943,35.4611882,-69.2824677
1944,35.3064055,-69.3485378
1945,35.1508215,-69.4124137
1946,34.9949642,-69.4759545
1947,34.8386386,-69.5377364
1948,34.6816946,-69.5990571
1949,34.5252906,-69.6595863
1950,34.3674051,-69.7164739
1951,34.2079303,-69.7744309
1952,34.0517181,-69.8343177
1953,33.8924074,-69.8861999
1954,33.7331282,-69.9431122
1955,33.5747808,-69.9971772
1956,33.4146152,-70.0488828
1957,33.2544771,-70.100875
1958,33.0944595,-70.1512736
1959,32.9336414,-70.2007786
1960,32.7724487,-70.2492106
1961,32.611314,-70.2967265
1962,32.4493289,-70.3420132
1963,32.2868932,-70.3872597
1964,32.1245298,-70.4314948
1965,31.9618753,-70.4744122
1966,31.7989499,-70.515954
1967,31.6355908,-70.5561458
1968,31.4717525,-70.5956201
1969,31.3079895,-70.6347679
1970,31.1441074,-70.6721601
1971,30.9797687,-70.7081469
1972,30.8151578,-70.7429107
1973,30.6501303,-70.7764973
1974,30.4852028,-70.8094897
1975,30.3198645,-70.8404614
1976,30.154131,-70.8708585
1977,29.9884905,-70.9000056
1978,29.8224266,-70.9275745
1979,29.6564099,-70.9544823
1980,29.4900011,-70.9796582
1981,29.3234996,-71.0046077
1982,29.157039,-71.0277136
1983,28.990303,-71.0495958
1984,28.8232303,-71.0707918
1985,28.6563639,-71.090665
1986,28.4890286,-71.1085218
1987,28.3212827,-71.1261796
1988,28.1543191,-71.1432005
1989,27.9864879,-71.1573673
1990,27.8187254,-71.1727526
1991,27.6512252,-71.1854518
1992,27.4833979,-71.1980625
1993,27.3155677,-71.2095834
1994,27.1487223,-71.2198001
1995,26.9794159,-71.2248962
1996,26.8105154,-71.237055
1997,26.643505,-71.2441671
1998,26.4752414,-71.2496893
1999,26.3069556,-71.2545836
2000,26.1387591,-71.2589098
2001,25.9705863,-71.2617486
2002,25.8021251,-71.2637341
2003,25.633833,-71.2651525
2004,25.4656739,-71.2651004
2005,25.2971682,-71.2641882
2006,25.1292968,-71.2626973
2007,24.9609379,-71.2582209
2008,24.7925335,-71.254927
2009,24.6243815,-71.248557
2010,24.4558767,-71.2431941
2011,24.2880119,-71.2359092
2012,24.1198187,-71.227562
2013,23.9517326,-71.2181522
2014,23.7836686,-71.2076964
2015,23.6159146,-71.1963369
2016,23.4481683,-71.1839397
2017,23.280429,-71.1703191
2018,23.1126717,-71.1559793
2019,22.9448842,-71.140883
2020,22.7779011,-71.1248776
2021,22.6104074,-71.1055946
2022,22.4425011,-71.0889688
2023,22.2759795,-71.0695221
2024,22.1087489,-71.04885
2025,21.9416779,-71.0280919
2026,21.7748039,-71.0062376
2027,21.6079821,-70.9838878
2028,21.4416337,-70.9602941
2029,21.2749598,-70.9352647
2030,21.1080807,-70.9106539
2031,20.9418797,-70.8850432
2032,20.7754346,-70.8580587
2033,20.6093794,-70.8315031
2034,20.4438271,-70.8027541
2035,20.2778872,-70.7734754
2036,20.1121703,-70.7436598
2037,19.9466559,-70.7132293
2038,19.7814217,-70.6816811
2039,19.616146,-70.6491851
2040,19.4510617,-70.6162672
2041,19.2863212,-70.5822564
2042,19.1216074,-70.5475535
2043,18.9568891,-70.5123104
2044,18.7928659,-70.4764246
2045,18.62883,-70.4381356
2046,18.4643782,-70.4006654
2047,18.300755,-70.3616618
2048,18.1372395,-70.3220897
2049,17.9732821,-70.2822884
2050,17.8118482,-70.242583
2051,17.6480263,-70.2002292
2052,17.4842043,-70.1578754
2053,17.324614,-70.1137743
2054,17.1618405,-70.0687133
2055,16.999289,-70.0242722
2056,16.8382497,-69.9799691
2057,16.677016,-69.9301351
2058,16.5131128,-69.8855892
2059,16.3517851,-69.839853
2060,16.1903547,-69.7926724
2061,16.0298627,-69.744373
2062,15.8686568,-69.693793
2063,15.7072687,-69.6460807
2064,15.5474533,-69.5951219
2065,15.3879522,-69.5442253
2066,15.2273149,-69.4885655
2067,15.0648969,-69.4423064
2068,14.9071441,-69.3894493
2069,14.7469867,-69.3360056
2070,14.587457,-69.2823779
2071,14.4279719,-69.2283942
2072,14.2688228,-69.1734731
2073,14.1096364,-69.1183832
2074,13.9507764,-69.0627322
2075,13.7919688,-69.0067299
2076,13.6333744,-68.9500708
2077,13.4750162,-68.8929194
2078,13.3170521,-68.8349992
2079,13.1589794,-68.7765059
2080,13.0010838,-68.7181507
2081,12.8436484,-68.6586786
2082,12.6861846,-68.5990613
2083,12.5285591,-68.5392811
2084,12.3714411,-68.4801755
2085,12.2169581,-68.4179505
2086,12.0593022,-68.3510447
2087,11.8990355,-68.2963527
2088,11.747257,-68.2360363
2089,11.5887567,-68.1737387
2090,11.4302565,-68.1114412
2091,11.2770042,-68.0483429
2092,11.1203073,-67.984032
2093,10.9639893,-67.9208722
2094,10.8079051,-67.8575698
2095,10.6518834,-67.7940542
2096,10.4960864,-67.7305594
2097,10.3416899,-67.6666094
2098,10.185897,-67.6009375
2099,10.0285046,-67.5377317
2100,9.8720246,-67.4760074
2101,9.7159397,-67.4131808
2102,9.5587487,-67.3511611
2103,9.4012945,-67.2902286
2104,9.243708,-67.2299693
2105,9.0854131,-67.1703847
2106,8.9263271,-67.1128003
2107,8.7674627,-67.0560562
2108,8.6078326,-66.9996403
2109,8.4475426,-66.9453878
2110,8.287319,-66.8921487
2111,8.1269493,-66.8401321
2112,7.9652526,-66.7881539
2113,7.8028113,-66.7401847
2114,7.6405817,-66.6924204
2115,7.477468,-66.6476643
2116,7.314469,-66.6029808
2117,7.1495819,-66.5614316
2118,6.9847091,-66.5227335
2119,6.8192357,-66.4863567
2120,6.6532273,-66.4521114
2121,6.4866103,-66.4200083
2122,6.320144,-66.390094
2123,6.1532668,-66.3612438
2124,5.9858105,-66.3355271
2125,5.8184935,-66.3116231
2126,5.6501752,-66.2899137
2127,5.4819814,-66.2711418
2128,5.3138096,-66.2532809
2129,5.1450417,-66.2377674
2130,4.9763178,-66.224195
2131,4.8074619,-66.2127883
2132,4.6387356,-66.2033739
2133,4.4697526,-66.1956332
2134,4.300885,-66.1898958
2135,4.1320066,-66.184575
2136,3.9631431,-66.180648
2137,3.794282,-66.1770834
2138,3.625397,-66.1751321
2139,3.4567562,-66.1734286
2140,3.2879565,-66.1724678
2141,3.1193413,-66.1718092
2142,2.9502205,-66.171614
2143,2.7815908,-66.1737044
2144,2.6131886,-66.1747116
2145,2.4443853,-66.1768803
2146,2.2759222,-66.1789925
2147,2.107122,-66.1809327
2148,1.9384522,-66.1835881
2149,1.7700107,-66.1857641
2150,1.6014525,-66.1879231
2151,1.4330366,-66.1899764
2152,1.2644777,-66.191725
2153,1.0959355,-66.1938283
2154,0.9274824,-66.1955211
2155,0.7589982,-66.1971707
2156,0.5905598,-66.1982781
2157,0.4219746,-66.1992398
2158,0.2534682,-66.2001739
2159,0.0849801,-66.2006113
2160,-0.0836094,-66.2008092
2161,-0.2521157,-66.2008577
2162,-0.4206156,-66.200431
2163,-0.5892027,-66.1999073
2164,-0.7576547,-66.1992011
2165,-0.9261437,-66.1979226
2166,-1.0945888,-66.1966564
2167,-1.2631199,-66.194897
2168,-1.431671,-66.1933268
2169,-1.6000967,-66.191253
2170,-1.7686696,-66.1890651
2171,-1.937139,-66.187002
2172,-2.1057847,-66.1847595
2173,-2.2745558,-66.1834978
2174,-2.4430271,-66.1822337
2175,-2.6118232,-66.1809254
2176,-2.7802535,-66.1809037
2177,-2.9488951,-66.1798215
2178,-3.1178722,-66.1810091
2179,-3.2864812,-66.1827391
2180,-3.4552081,-66.1847486
2181,-3.6238233,-66.1874463
2182,-3.7925895,-66.1902956
2183,-3.9613403,-66.1946716
2184,-4.1300782,-66.1996718
2185,-4.2987738,-66.2064234
2186,-4.4674377,-66.2137671
2187,-4.6361468,-66.2230468
2188,-4.8046346,-66.2337238
2189,-4.9731548,-66.2460172
2190,-5.1415255,-66.2605565
2191,-5.3097705,-66.2776238
2192,-5.4774807,-66.2974544
2193,-5.6450862,-66.3183797
2194,-5.8125723,-66.342163
2195,-5.9793619,-66.3681327
2196,-6.1460723,-66.3956801
2197,-6.3122074,-66.4262301
2198,-6.4779627,-66.4577774
2199,-6.643597,-66.491444
2200,-6.8087036,-66.5272075
2201,-6.9733346,-66.5648509
2202,-7.1375221,-66.6042415
2203,-7.3013906,-66.6459829
2204,-7.4639765,-66.6910782
2205,-7.6265554,-66.7363681
2206,-7.7882791,-66.784557
2207,-7.9502083,-66.832631
2208,-8.1109817,-66.8848398
2209,-8.2712036,-66.9372757
2210,-8.4311594,-66.9908166
2211,-8.5909626,-67.0451367
2212,-8.7499827,-67.1014765
2213,-8.9087403,-67.1583095
2214,-9.0674675,-67.2156601
2215,-9.2255408,-67.2747521
2216,-9.3831749,-67.3346542
2217,-9.5405603,-67.3953033
2218,-9.6976215,-67.4568776
2219,-9.8541195,-67.5193252
2220,-10.0108936,-67.580614
2221,-10.1676203,-67.6427799
2222,-10.3231012,-67.7076155
2223,-10.4783791,-67.7709061
2224,-10.6347165,-67.8339376
2225,-10.7911197,-67.8967287
2226,-10.9476365,-67.9592673
2227,-11.1042769,-68.0215696
2228,-11.2606852,-68.0850479
2229,-11.4160117,-68.1485436
2230,-11.57294,-68.2105026
2231,-11.7298684,-68.2724615
2232,-11.8853497,-68.3343089
2233,-12.0445631,-68.3879247
2234,-12.2001845,-68.453818
2235,-12.3560308,-68.5167302
2236,-12.5136044,-68.5761559
2237,-12.6711837,-68.6360846
2238,-12.828715,-68.6959093
2239,-12.9863091,-68.7555847
2240,-13.1443526,-68.8140857
2241,-13.3025173,-68.8724033
2242,-13.4608857,-68.9299586
2243,-13.6195482,-68.9867452
2244,-13.7783413,-69.0431914
2245,-13.9373685,-69.0990114
2246,-14.0965532,-69.1542696
2247,-14.2560259,-69.2087662
2248,-14.4155043,-69.2632372
2249,-14.5751542,-69.3168826
2250,-14.7349533,-69.3702828
2251,-14.8950242,-69.4234287
2252,-15.0543052,-69.4766919
2253,-15.2163849,-69.5227323
2254,-15.3757174,-69.5779139
2255,-15.5357855,-69.6287988
2256,-15.6961872,-69.6799221
2257,-15.8577649,-69.7276219
2258,-16.0187439,-69.7780822
2259,-16.1798999,-69.8265764
2260,-16.3416142,-69.8737879
2261,-16.5035603,-69.9195691
2262,-16.6665052,-69.9638468
2263,-16.8275382,-70.0135487
2264,-16.9897167,-70.0579335
2265,-17.1524354,-70.1019953
2266,-17.3151446,-70.1464222
2267,-17.4767509,-70.1904703
2268,-17.6393001,-70.2324339
2269,-17.8018493,-70.2743974
2270,-17.9648679,-70.3146306
2271,-18.1288052,-70.3541899
2272,-18.2925849,-70.393314
2273,-18.4565908,-70.4317801
2274,-18.6211049,-70.4688023
2275,-18.7851496,-70.5068446
2276,-18.9496403,-70.5426994
2277,-19.1144561,-70.5778834
2278,-19.2793545,-70.6125524
2279,-19.4443449,-70.646525
2280,-19.6095352,-70.679422
2281,-19.7748976,-70.7119622
2282,-19.9403787,-70.7435393
2283,-20.1061117,-70.7737916
2284,-20.2720209,-70.8032631
2285,-20.4380898,-70.8321461
2286,-20.6040423,-70.8606563
2287,-20.7704375,-70.8871361
2288,-20.9368594,-70.9141168
2289,-21.1033319,-70.939851
2290,-21.270136,-70.9645213
2291,-21.4368391,-70.9895546
2292,-21.6035589,-71.0131238
2293,-21.7705739,-71.0353862
2294,-21.9376402,-71.0571589
2295,-22.1048688,-71.0778127
2296,-22.2721483,-71.0982931
2297,-22.4392849,-71.1175833
2298,-22.607102,-71.1339461
2299,-22.7745505,-71.1528831
2300,-22.9421017,-71.1686376
2301,-23.1099881,-71.1834716
2302,-23.277917,-71.1975453
2303,-23.4458618,-71.21085
2304,-23.6138881,-71.2228854
2305,-23.7817324,-71.2338531
2306,-23.9499469,-71.2440449
2307,-24.1181802,-71.2533824
2308,-24.2864969,-71.2617108
2309,-24.4547166,-71.2687965
2310,-24.6231775,-71.2737448
2311,-24.7915502,-71.2797697
2312,-24.9600439,-71.2828622
2313,-25.1284757,-71.287336
2314,-25.2967578,-71.288909
2315,-25.4653147,-71.2899
2316,-25.6337176,-71.2900405
2317,-25.8021916,-71.2887679
2318,-25.9707174,-71.2870153
2319,-26.1391298,-71.2843941
2320,-26.3073871,-71.2801176
2321,-26.4758172,-71.2751064
2322,-26.644205,-71.2694745
2323,-26.8120467,-71.2623782
2324,-26.9803685,-71.2504751
2325,-27.1491908,-71.2456404
2326,-27.3168972,-71.2355931
2327,-27.4849433,-71.2242728
2328,-27.6529439,-71.2117013
2329,-27.8207557,-71.1987035
2330,-27.988542,-71.1828088
2331,-28.1564124,-71.1680995
2332,-28.3237648,-71.1506547
2333,-28.4914211,-71.1326751
2334,-28.6588724,-71.1144204
2335,-28.8259434,-71.0940839
2336,-28.9929803,-71.0723851
2337,-29.1596988,-71.0500354
2338,-29.3264081,-71.026642
2339,-29.4929274,-71.0016069
2340,-29.6595008,-70.9764768
2341,-29.8257287,-70.9496058
2342,-29.9918962,-70.9219355
2343,-30.1577008,-70.8925447
2344,-30.3234528,-70.8620102
2345,-30.488983,-70.8310591
2346,-30.6541341,-70.7981333
2347,-30.8192535,-70.764548
2348,-30.9839978,-70.729639
2349,-31.148488,-70.6934938
2350,-31.3126107,-70.6560501
2351,-31.4764861,-70.6170488
2352,-31.6404189,-70.5777727
2353,-31.8039601,-70.537592
2354,-31.9670993,-70.4959553
2355,-32.1299309,-70.4529883
2356,-32.2924526,-70.4087652
2357,-32.4548874,-70.3635861
2358,-32.6170799,-70.318325
2359,-32.7785145,-70.2708294
2360,-32.9399034,-70.2225402
2361,-33.1009486,-70.1732603
2362,-33.2613477,-70.1230036
2363,-33.4216604,-70.0711656
2364,-33.5820156,-70.01957
2365,-33.7409951,-69.9653926
2366,-33.8998857,-69.9086945
2367,-34.0594465,-69.8566002
2368,-34.2161378,-69.7963087
2369,-34.374647,-69.7385378
2370,-34.5328661,-69.6815003
2371,-34.6896494,-69.6207058
2372,-34.8465649,-69.5591698
2373,-35.0030435,-69.4971245
2374,-35.1590119,-69.4334991
2375,-35.3148173,-69.3696101
2376,-35.4697635,-69.3035171
2377,-35.6243687,-69.2372795
2378,-35.7782635,-69.1690951
2379,-35.9318657,-69.099939
2380,-36.0848553,-69.0298102
2381,-36.2376369,-68.958501
2382,-36.3893859,-68.8870558
2383,-36.5388271,-68.8086296
2384,-36.692048,-68.7380392
2385,-36.841612,-68.6621667
2386,-36.9915977,-68.5852336
2387,-37.1408809,-68.5076258
2388,-37.2897206,-68.4284261
2389,-37.4390746,-68.3500986
2390,-37.5875675,-68.2709059
2391,-37.7356122,-68.19053
2392,-37.8835449,-68.1097542
2393,-38.0312241,-68.0286201
2394,-38.1784568,-67.9467468
2395,-38.3254076,-67.8642983
2396,-38.4721576,-67.7814601
2397,-38.6184632,-67.6981158
2398,-38.7643484,-67.6135255
2399,-38.9105577,-67.5301114
2400,-39.0561931,-67.4454765
2401,-39.201477,-67.3608392
2402,-39.346564,-67.2752129
2403,-39.4916319,-67.1895619
2404,-39.6364621,-67.1031926
2405,-39.7817127,-67.0177092
2406,-39.9257526,-66.9309101
2407,-40.0695968,-66.8427284
2408,-40.2138601,-66.7556536
2409,-40.3567045,-66.6664028
2410,-40.4996094,-66.5775029
2411,-40.6412616,-66.4860885
2412,-40.7840554,-66.3963842
2413,-40.9247538,-66.304437
2414,-41.0656393,-66.2117007
2415,-41.2054453,-66.1188853
2416,-41.3431744,-66.0225738
2417,-41.4830969,-65.9284676
2418,-41.6208183,-65.8322517
2419,-41.758386,-65.7352983
2420,-41.8947791,-65.6367583
2421,-42.031283,-65.538191
2422,-42.1672654,-65.4390917
2423,-42.3032412,-65.3404879
2424,-42.4386377,-65.2404085
2425,-42.5730291,-65.1389393
2426,-42.7059578,-65.0356448
2427,-42.8381222,-64.9314858
2428,-42.9698277,-64.8261985
2429,-43.1008877,-64.7217327
2430,-43.22793,-64.6112924
2431,-43.3594927,-64.5046116
2432,-43.4891942,-64.3981655
2433,-43.6158221,-64.2883707
2434,-43.7427701,-64.1776087
2435,-43.8693986,-64.0665632
2436,-43.9946147,-63.9546028
2437,-44.118141,-63.8399711
2438,-44.2438333,-63.7277832
2439,-44.3666606,-63.6131677
2440,-44.4890589,-63.4973065
2441,-44.6108405,-63.3812804
2442,-44.730683,-63.2630791
2443,-44.8509514,-63.1447454
2444,-44.9706301,-63.0263868
2445,-45.0886598,-62.9063614
2446,-45.2062466,-62.7857246
2447,-45.3229342,-62.6642686
2448,-45.4390367,-62.5422359
2449,-45.554181,-62.4194171
2450,-45.6683045,-62.2954709
2451,-45.7818482,-62.1712416
2452,-45.8935825,-62.0452168
2453,-46.0058274,-61.9194131
2454,-46.1166196,-61.7928108
2455,-46.2259704,-61.6647481
2456,-46.335,-61.5361389
2457,-46.4436559,-61.4075602
2458,-46.5504938,-61.2774217
2459,-46.6570471,-61.147056
2460,-46.7617501,-61.0151189
2461,-46.8668697,-60.8834974
2462,-46.969717,-60.7502872
2463,-47.0720582,-60.6167213
2464,-47.1730415,-60.4819296
2465,-47.2737767,-60.3469269
2466,-47.3730631,-60.2109563
2467,-47.4717508,-60.0743999
2468,-47.5695968,-59.937426
2469,-47.6662568,-59.7995058
2470,-47.7626306,-59.6613847
2471,-47.8579609,-59.5226114
2472,-47.9529603,-59.3835064
2473,-48.0472121,-59.2440888
2474,-48.138934,-59.1035973
2475,-48.2280023,-58.9598253
2476,-48.3231647,-58.8204552
2477,-48.4128697,-58.6786431
2478,-48.5021156,-58.5357772
2479,-48.5900463,-58.3920166
2480,-48.6781998,-58.2484387
2481,-48.7645906,-58.103984
2482,-48.8504192,-57.9590153
2483,-48.9351748,-57.8134301
2484,-49.0192432,-57.6674461
2485,-49.1023533,-57.5209383
2486,-49.1845902,-57.3741161
2487,-49.2651057,-57.2260926
2488,-49.346342,-57.0784475
2489,-49.4254104,-56.9297523
2490,-49.5044693,-56.780874
2491,-49.5823703,-56.6315801
2492,-49.6590143,-56.4816226
2493,-49.7348455,-56.3310884
2494,-49.8104216,-56.1805377
2495,-49.8843303,-56.0293746
2496,-49.9577052,-55.8777474
2497,-50.0299044,-55.7255814
2498,-50.1012004,-55.5729588
2499,-50.1714806,-55.4198344
2500,-50.2411713,-55.2664631
2501,-50.3095061,-55.112656
2502,-50.3769914,-54.958262
2503,-50.4440009,-54.8037009
2504,-50.50996,-54.6488004
2505,-50.5753433,-54.4935252
2506,-50.6400383,-54.338025
2507,-50.7038643,-54.1821013
2508,-50.766934,-54.0260821
2509,-50.8280161,-53.8693566
2510,-50.8903897,-53.712619
2511,-50.9510161,-53.5556116
2512,-51.0104174,-53.397833
2513,-51.0702666,-53.2403836
2514,-51.1282876,-53.0824161
2515,-51.1854613,-52.9238924
2516,-51.2421033,-52.765232
2517,-51.2979014,-52.6063276
2518,-51.3529277,-52.4471192
2519,-51.4072637,-52.2875891
2520,-51.4608345,-52.1281025
2521,-51.5128826,-51.9677928
2522,-51.5663406,-51.807914
2523,-51.617819,-51.6476149
2524,-51.6688665,-51.4872393
2525,-51.7176937,-51.3260753
2526,-51.7671638,-51.1650394
2527,-51.8142708,-51.0032751
2528,-51.8635253,-50.8416615
2529,-51.9111523,-50.6814357
2530,-51.9504801,-50.5176453
2531,-52.0001525,-50.3573054
2532,-52.0445443,-50.1956582
2533,-52.087499,-50.0331097
2534,-52.1302723,-49.8702989
2535,-52.1727992,-49.7071549
2536,-52.2148197,-49.5447616
2537,-52.2516015,-49.3799772
2538,-52.2952787,-49.216647
2539,-52.3349482,-49.0536166
2540,-52.3742355,-48.8897062
2541,-52.4126275,-48.726105
2542,-52.4497434,-48.5612908
2543,-52.4893638,-48.3982043
2544,-52.5225328,-48.2328534
2545,-52.5617376,-48.0695774
2546,-52.5911294,-47.9034784
2547,-52.6325794,-47.7396147
2548,-52.6657025,-47.5757751
2549,-52.7000131,-47.4105785
2550,-52.7333035,-47.2455754
2551,-52.7665544,-47.0803044
2552,-52.7989452,-46.9150461
2553,-52.8304312,-46.7494947
2554,-52.8615617,-46.583922
2555,-52.8918869,-46.4182391
2556,-52.921933,-46.2524618
2557,-52.9514514,-46.0866549
2558,-52.9804162,-45.9206733
2559,-53.0090852,-45.754635
2560,-53.0367054,-45.5887737
2561,-53.0627907,-45.4220075
2562,-53.0911029,-45.2558882
2563,-53.1176312,-45.0896545
2564,-53.1452213,-44.9239568
2565,-53.1673083,-44.7583786
2566,-53.195578,-44.5911381
2567,-53.2238477,-44.4238977
2568,-53.2463985,-44.2595594
2569,-53.2671367,-44.0918068
2570,-53.29518,-43.9252904
2571,-53.3184831,-43.7593044
2572,-53.3412556,-43.5919131
2573,-53.3652872,-43.4251049
2574,-53.388461,-43.2580403
2575,-53.4119627,-43.0923645
2576,-53.4296361,-42.9242595
2577,-53.4573307,-42.7575389
2578,-53.4779034,-42.5913543
2579,-53.5022775,-42.424531
2580,-53.5249133,-42.2578162
2581,-53.5491619,-42.0905971
2582,-53.5740474,-41.9237672
2583,-53.6003414,-41.7570453
2584,-53.6271742,-41.5904786
2585,-53.6551842,-41.4236676
2586,-53.6846351,-41.2576063
2587,-53.7138988,-41.0911447
2588,-53.746048,-40.9250737
2589,-53.7786182,-40.7596299
2590,-53.8120226,-40.5940271
2591,-53.846686,-40.4286968
2592,-53.8828573,-40.2633709
2593,-53.9215553,-40.0988521
2594,-53.9616033,-39.934543
2595,-54.0041584,-39.7710999
2596,-54.0474504,-39.6076248
2597,-54.094223,-39.4444403
2598,-54.1434158,-39.2825441
2599,-54.1942489,-39.1215267
2600,-54.2466616,-38.9603215
2601,-54.3027209,-38.8003731
2602,-54.3598957,-38.6414206
2603,-54.4192316,-38.4828265
2604,-54.4807808,-38.3253314
2605,-54.5436401,-38.1685429
2606,-54.6084983,-38.0120946
2607,-54.6763311,-37.8569311
2608,-54.7458285,-37.7029166
2609,-54.8170064,-37.5495199
2610,-54.8902389,-37.3969951
2611,-54.9652388,-37.2454866
2612,-55.0414235,-37.0948645
2613,-55.118632,-36.9444778
2614,-55.1978652,-36.7951568
2615,-55.2775921,-36.646505
2616,-55.3581358,-36.4979842
2617,-55.4399457,-36.3504074
2618,-55.5217361,-36.2028565
2619,-55.6047616,-36.0558864
2620,-55.6880757,-35.9092297
2621,-55.7720419,-35.7628517
2622,-55.8566446,-35.6167223
2623,-55.9422163,-35.4714568
2624,-56.0274333,-35.3260308
2625,-56.1133474,-35.1809905
2626,-56.1989077,-35.0356025
2627,-56.2856647,-34.890728
2628,-56.3721392,-34.7462975
2629,-56.457834,-34.6011434
2630,-56.5443541,-34.4562866
2631,-56.6305434,-34.3115966
2632,-56.7164104,-34.166609
2633,-56.8023198,-34.0216751
2634,-56.8878781,-33.8764259
2635,-56.9736599,-33.7313184
2636,-57.0590245,-33.586051
2637,-57.1441921,-33.4407104
2638,-57.2287715,-33.294975
2639,-57.3135223,-33.1492145
2640,-57.3980467,-33.0034102
2641,-57.4823834,-32.8574663
2642,-57.5665479,-32.7114709
2643,-57.6502935,-32.5653177
2644,-57.7335883,-32.4187783
2645,-57.8170024,-32.2723039
2646,-57.9000373,-32.1257405
2647,-57.9827966,-31.9789447
2648,-58.0653543,-31.8319374
2649,-58.1479594,-31.685048
2650,-58.2300729,-31.5379412
2651,-58.3121909,-31.3907105
2652,-58.3941219,-31.2434203
2653,-58.476257,-31.0958865
2654,-58.5597361,-30.949352
2655,-58.6431019,-30.8027806
2656,-58.7274442,-30.6571101
2657,-58.8105235,-30.5101944
2658,-58.8966109,-30.364836
2659,-58.9816774,-30.2193726
2660,-59.0676184,-30.0740902
2661,-59.154051,-29.9292917
2662,-59.2411321,-29.7847746
2663,-59.3293684,-29.6408901
2664,-59.4184911,-29.4976304
2665,-59.5083694,-29.3546888
2666,-59.5997264,-29.2126206
2667,-59.6923232,-29.0715399
2668,-59.7860508,-28.9311934
2669,-59.8815004,-28.7916982
2670,-59.9788609,-28.6537593
2671,-60.0769254,-28.5161432
2672,-60.1775123,-28.3804136
2673,-60.2787603,-28.245299
2674,-60.382671,-28.1118359
2675,-60.4884468,-27.9802601
2676,-60.5954149,-27.8498823
2677,-60.7039622,-27.7202272
2678,-60.815425,-27.5932411
2679,-60.9270933,-27.4666103
2680,-61.0410952,-27.3417653
2681,-61.156212,-27.2183745
2682,-61.272327,-27.0957198
2683,-61.3904977,-26.9746899
2684,-61.5102903,-26.8559932
2685,-61.6303467,-26.7374364
2686,-61.7530603,-26.6211911
2687,-61.8767846,-26.5066117
2688,-62.001798,-26.3930185
2689,-62.1278515,-26.2808008
2690,-62.2541909,-26.1689705
2691,-62.3813376,-26.0579322
2692,-62.5090538,-25.9477422
2693,-62.6375528,-25.8382499
2694,-62.7670968,-25.7300385
2695,-62.8971081,-25.6225105
2696,-63.0278618,-25.5159275
2697,-63.1590483,-25.4098889
2698,-63.2909952,-25.3046922
2699,-63.423414,-25.2003279
2700,-63.5554241,-25.0960061
2701,-63.6870234,-24.990958
2702,-63.8207219,-24.8879628
2703,-63.9535671,-24.7860916
2704,-64.0860637,-24.6821707
2705,-64.218851,-24.5783504
2706,-64.351274,-24.4740797
2707,-64.4837706,-24.3697876
2708,-64.6169996,-24.2659689
2709,-64.7494356,-24.1634793
2710,-64.8816829,-24.0581398
2711,-65.0139302,-23.9528004
2712,-65.1439138,-23.8481816
2713,-65.2717157,-23.7389391
2714,-65.4064268,-23.636931
2715,-65.5372942,-23.5316808
2716,-65.6679876,-23.4251343
2717,-65.7987988,-23.3189492
2718,-65.928893,-23.2118947
2719,-66.0591933,-23.105126
2720,-66.1882965,-22.9968597
2721,-66.3179009,-22.8890573
2722,-66.4466882,-22.7804606
2723,-66.5754526,-22.6716956
2724,-66.7038461,-22.5626669
2725,-66.8316044,-22.4527646
2726,-66.9593845,-22.3429516
2727,-67.086427,-22.2322224
